"","status","geometry","type","source","sYear","Empreendimento","Fase","Quantidade de UH","Tipo de UH"," Programa"," Logradouro"," Número de Logradouro"," Complemento"," Bairro","CEP","Município","Código do Município","Região","Número de Operação"," Data Contrato","00","id"
"126","Funciona","POINT (-47.2763890005046 -22.7694440005384)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," JARDIM RESIDENCIAL FIBRA (FAR 0-3 SM)                       "," ASSINADO"," 144"," "," FAR"," "," "," RODOVIA ARNALDO JULIO MAUERBERG, 276 A - SITIO TRIUNFO      "," "," "," NOVA ODESSA"," 3533403"," RMC"," 32081626"," 30/04/2012 00","00",126
"127","Funciona","POINT (-46.9083330005945 -21.5813890006381)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL RIO PARDO                                       "," ASSINADO"," 69"," "," FAR"," "," "," RUA JOAO QUESSADA, S/N                                      "," "," "," SÃO JOSÉ DO RIO PARDO"," 3549706"," ESP"," 32091963"," 12/07/2010 00","00",127
"128","Funciona","POINT (-47.2763890004764 -23.2119440005088)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO HABITACIONAL RIO BRANCO                            "," ASSINADO"," 320"," "," FAR"," "," "," RUA PENAPOLIS, GL C1-D                                      "," "," "," SALTO"," 3545209"," ESP"," 32100758"," 01/02/2012 00","00",128
"129","Funciona","POINT (-50.0844444449017 -21.3844444449002)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL JUQUIA                                          "," ASSINADO"," 132"," "," FAR"," "," "," RUA JUQUIA, 1188                                            "," "," "," PENÁPOLIS"," 3537305"," ESP"," 30377463"," 24/09/2010 00","00",129
"130","Funciona","POINT (-48.3180560005512 -21.2708330005718)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL DOS IPES                             "," ASSINADO"," 32"," "," FAR"," "," "," RUA DJALMA ALEIXO DE SOUZA, N 236                           "," "," "," JABOTICABAL"," 3524303"," ESP"," 30115196"," 11/05/2010 00","00",130
"131","Funciona","POINT (-48.5638888888889 -20.5869444444444)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL IBIZA QUADRA B"," "," 140"," APARTAMENTO"," FAR"," RUA ANTONIO GIRARDI"," "," "," LOTEAMENTO RES DR LUIS SPINA"," "," BARRETOS"," 3505500"," ESP"," 0291560-15"," 25/09/2009 00","00",131
"132","Funciona","POINT (-48.5638888888889 -20.5869444444444)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL FLORENZA QUADRA"," "," 140"," APARTAMENTO"," FAR"," RUA ANTONIO GIRARDI"," "," "," JARDIM DR LUIS SPINA"," "," BARRETOS"," 3505500"," ESP"," 0291579-27"," 11/01/2010 00","00",132
"133","Funciona","POINT (-48.5638888888889 -20.5869444444444)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL MONACO QUADRA"," "," 140"," APARTAMENTO"," FAR"," RUA ANTONIO GIRARDI"," "," "," RES DR LUIS SPINA"," "," BARRETOS"," 3505500"," ESP"," 0291580-56"," 11/01/2010 00","00",133
"134","Funciona","POINT (-46.7944440004746 -23.5786110005131)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," FLOR DE JASMIM                                              "," ASSINADO"," 420"," "," FAR"," "," "," RUA TRANSVERSAL SUL S/N                                     "," "," "," OSASCO"," 3534401"," RMSP"," 30514598"," 17/09/2010 00","00",134
"135","Funciona","POINT (-48.5638888888889 -20.5869444444444)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL MURANO"," "," 140"," APARTAMENTO"," FAR"," RUA ANTONIO GIRARDI"," "," "," BAIRRO JARDIM DR LUIS SPINA"," "," BARRETOS"," 3505500"," ESP"," 0291581-60"," 11/01/2010 00","00",135
"136","Funciona","POINT (-48.5638888888889 -20.5869444444444)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL SAN MARINO QUADRA I"," "," 140"," APARTAMENTO"," FAR"," RUA ANTONIO GIRARDI"," "," "," RES DR LUIS SPINA"," "," BARRETOS"," 3505500"," ESP"," 0291582-74"," 25/09/2009 00","00",136
"137","Funciona","POINT (-48.5638888888889 -20.5869444444444)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL TURIN"," "," 120"," APARTAMENTO"," FAR"," RUA ANTONIO GIRARDI"," "," "," BAIRRO JARDIM DR LUIS SPINA"," "," BARRETOS"," 3505500"," ESP"," 0291588-38"," 11/01/2010 00","00",137
"138","Funciona","POINT (-48.4847222222222 -20.9188888888889)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL JARDIM DR PEDRO PASCHOAL 01"," "," 261"," CASA/LOTEAMENTO"," FAR"," JARDIM DR PEDRO PASCHOAL"," "," "," JARDIM DR PEDRO PASCHOAL"," "," BEBEDOURO"," 3506102"," ESP"," 0297026-60"," 14/01/2010 00","00",138
"139","Funciona","POINT (-48.4847222222222 -20.9188888888889)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL JARDIM DR PEDRO PASCHOAL 02"," "," 262"," CASA/LOTEAMENTO"," FAR"," JARDIM DR PEDRO PASCHOAL"," "," "," JARDIM DR PEDRO PASCHOAL"," "," BEBEDOURO"," 3506102"," ESP"," 0298722-16"," 14/01/2010 00","00",139
"140","Funciona","POINT (-47.9241666666667 -22.0463888888889)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL JARDIM GRAMADO MODULO I"," "," 500"," CASA/LOTEAMENTO"," FAR"," SITIO VEGA"," "," "," JARDIM GRAMADO"," "," SÃO CARLOS"," 3548906"," ESP"," 0292715-93"," 26/02/2010 00","00",140
"141","Funciona","POINT (-47.9238888888889 -22.0466666666667)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL JARDIM GRAMADO MODULO II"," "," 250"," CASA/LOTEAMENTO"," FAR"," SITIO VEGA"," "," "," JARDIM GRAMADO"," "," SÃO CARLOS"," 3548906"," ESP"," 0303764-47"," 26/02/2010 00","00",141
"142","Funciona","POINT (-47.9236111111111 -22.0466666666667)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL JARDIM GRAMADO MODULO III"," "," 250"," CASA/LOTEAMENTO"," FAR"," SITIO VEGA"," "," "," JARDIM GRAMDO"," "," SÃO CARLOS"," 3548906"," ESP"," 0303765-53"," 26/02/2010 00","00",142
"143","Funciona","POINT (-47.7102777777778 -22.6644444444444)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL PIRACICABA 1"," "," 480"," APARTAMENTO"," FAR"," RUA CORCOVADO - LOTE 1"," "," "," SANTA TEREZINHA"," "," PIRACICABA"," 3538709"," AU PIRACICABA"," 0305223-42"," 28/12/2010 00","00",143
"144","Funciona","POINT (-47.7102777777778 -22.6644444444444)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL PIRACICABA 2"," "," 224"," APARTAMENTO"," FAR"," RUA CORCOVADO -LOTE 2"," "," "," SANTA TEREZINHA"," "," PIRACICABA"," 3538709"," AU PIRACICABA"," 0305224-57"," 28/12/2010 00","00",144
"145","Funciona","POINT (-47.7102777777778 -22.6644444444444)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL PIRACICABA 3"," "," 432"," APARTAMENTO"," FAR"," RUA CORCOVADO - LOTE 3"," "," "," SANTA TEREZINHA"," "," PIRACICABA"," 3538709"," AU PIRACICABA"," 0305225-62"," 28/12/2010 00","00",145
"146","Funciona","POINT (-49.9913888888889 -20.4355555555556)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO HABITACIONAL JARDIM MONTE ALTO"," "," 210"," CASA/LOTEAMENTO"," FAR"," RUA MINAS GERAIS C/ VITORIO CAVALERI"," "," "," JARDIM MONTE ALTO"," "," VOTUPORANGA"," 3557105"," ESP"," 0318176-47"," 17/09/2010 00","00",146
"147","Funciona","POINT (-47.4700100004497 -23.4899300004783)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," JARDIM CARANDA"," ASSINADO"," 2560"," "," FAR"," "," "," RODOVIA EMERENCIANO PRESTES DE BARROS, QUINHAO 03 REG.N - CAGUASSU"," "," "," SOROCABA"," 3552205"," ESP"," 441786"," 30/11/2012 00","00",147
"148","Funciona","POINT (-47.4493924595549 -23.5266189605609)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CHACARA ONDINA - FAR                                        "," ASSINADO"," 123"," "," FAR"," AVENDIA 27 DE MARCO 1"," "," AVENDIA 27 DE MARCO                                         "," "," "," SOROCABA"," 3552205"," ESP"," 38601744"," 28/08/2013 00","00",148
"149","Funciona","POINT (-47.1327970004719 -23.3837120005059)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMÍNIO RESIDENCIAL IBIUNA"," ASSINADO"," 472"," "," FAR"," "," "," BAIRRO DA CACHOEIRA, AREA B - BAIRRO DA CACHOEIRA"," "," "," ARAÇARIGUAMA"," 3502754"," ESP"," 209935"," 09/04/2012 00","00",149
"150","Funciona","POINT (-47.5024984639676 -23.4570966847621)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," PARQUE DA MATA - FAR                                        "," ASSINADO"," 320"," "," FAR"," RUA SERAPHIM BANIETTI  1"," "," RUA SERAPHIM BANIETTI, S/N                                  "," "," "," SOROCABA"," 3552205"," ESP"," 38992825"," 28/06/2013 00","00",150
"151","Funciona","POINT (-47.0285875307956 -22.872185990997)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL TAKANOS I,II E III                   "," ASSINADO"," 600"," "," FAR"," ESTRADA MUNICIPAL JOSE SEDANO  1"," "," ESTRADA MUNICIPAL JOSE SEDANO, S/N                          "," "," "," CAMPINAS"," 3509502"," RMC"," 40157084"," 30/08/2013 00","00",151
"152","Funciona","POINT (-46.9164173012746 -22.5949176889734)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL PREFEITO ADALBERTO BERGO             "," ASSINADO"," 144"," "," FAR"," RUA JOSE CILUZZO  1"," "," RUA JOSE CILUZZO, S/N                                       "," "," "," SANTO ANTÔNIO DE POSSE"," 3548005"," RMC"," 39091713"," 16/01/2013 00","00",152
"153","Funciona","POINT (-49.3425 -20.8480555555556)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL VILA TONINHO"," "," 256"," APARTAMENTO"," FAR"," RUA MARIA CERON VOLPE, 1200"," "," "," VILA TONINHO"," "," SÃO JOSÉ DO RIO PRETO"," 3549805"," ESP"," 0298839-14"," 29/12/2009 00","00",153
"154","Funciona","POINT (-47.2050000005257 -22.4847220005616)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL SONHO MEU - COND 2"," ASSINADO"," 300"," "," FAR"," "," "," RUA ANTONIO BATISTELA - JARDIM SÃO PAULO"," "," "," ENGENHEIRO COELHO"," 3515152"," RMC"," 1041484"," 31/10/2013 00","00",154
"155","Funciona","POINT (-47.2560151015425 -22.75436475168)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL VIDA NOVA II                         "," ASSINADO"," 448"," "," FAR"," RUA MARANHAO  1"," "," RUA MARANHAO, GLEBA G - 1A - BAIRRO OLHO D AGUA             "," "," "," AMERICANA"," 3501608"," RMC"," 36566774"," 16/01/2013 00","00",155
"156","Funciona","POINT (-50.0313888888889 -22.1497222222222)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL JARDIM TRIESTE CAVICHIOLI"," "," 358"," CASA/LOTEAMENTO"," FAR"," SP 294 PADRE NOBREGA,MARILIA/SP"," "," "," MARILIA/SP"," "," MARÍLIA"," 3529005"," ESP"," 0291761-47"," 28/10/2009 00","00",156
"157","Funciona","POINT (-49.9294444444444 -22.2661111111111)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJ. RESID. ALTOS DA NOVA MARILIA"," "," 246"," CASA/LOTEAMENTO"," FAR"," PROLONGAMENTO AV DR DURVAL DE MENEZES"," "," "," MARILIA/SP"," "," MARÍLIA"," 3529005"," ESP"," 0302475-29"," 07/01/2010 00","00",157
"158","Funciona","POINT (-51.3747222222222 -20.9208333333333)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL NOVA CANAA"," "," 254"," CASA/LOTEAMENTO"," FAR"," RUA JAMIL FAYAD"," "," "," ANDRADINA"," "," ANDRADINA"," 3502101"," ESP"," 0294333-16"," 16/09/2009 00","00",158
"159","Funciona","POINT (-50.3161111111111 -21.2508333333333)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL PORTAL DA PEROLA II - MODULO I"," "," 499"," CASA/LOTEAMENTO"," FAR"," AV JOSE AFIF ABDO"," "," "," PORTAL DA PEROLA II"," "," BIRIGUI"," 3506508"," ESP"," 0307710-87"," 30/12/2009 00","00",159
"160","Funciona","POINT (-50.3158333333333 -21.2508333333333)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL PORTAL DA PEROLA II - 2A ETAPA"," "," 39"," CASA/LOTEAMENTO"," FAR"," AV JOSE AFIF ABDO"," "," "," PORTAL DA PEROLA II"," "," BIRIGUI"," 3506508"," ESP"," 0320636-48"," 28/05/2010 00","00",160
"161","Funciona","POINT (-50.3161111111111 -21.2508333333333)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL PORTAL DA PEROLA II - 3A ETAPA"," "," 163"," CASA/LOTEAMENTO"," FAR"," RUA WANDERLEY MARTINS VINHOTTI"," "," "," PORTAL DA PEROLA II"," "," BIRIGUI"," 3506508"," ESP"," 0333385-88"," 30/06/2010 00","00",161
"162","Funciona","POINT (-50.4341666666667 -22.6802777777778)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL ALDA CAROLINA - 1A ETAPA"," "," 174"," CASA/LOTEAMENTO"," FAR"," AV ROMAO CUENCAS BORREGO"," "," "," PARK RESIDENCIAL COLINAS"," "," ASSIS"," 3504008"," ESP"," 0338283-62"," 16/07/2010 00","00",162
"163","Funciona","POINT (-50.4341666666667 -22.6802777777778)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL ALDA CAROLINA - 2A ETAPA"," "," 316"," CASA/LOTEAMENTO"," FAR"," AV ROMAO CUENCAS BORREGO"," "," "," PARK RESIDENCIAL COLINAS"," "," ASSIS"," 3504008"," ESP"," 0341947-42"," 16/09/2010 00","00",163
"164","Funciona","POINT (-50.0927777777778 -21.395)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO HABITACIONAL GUALTER MONTEIRO"," "," 245"," CASA/LOTEAMENTO"," FAR"," ESTRADA VICINAL IRMAOS BURANELO"," "," "," PENAPOLIS"," "," PENÁPOLIS"," 3537305"," ESP"," 0349363-65"," 10/10/2011 00","00",164
"165","Funciona","POINT (-50.4808333333333 -21.2019444444444)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO HABITACIONAL BEATRIZ"," "," 472"," CASA/LOTEAMENTO"," FAR"," AVENIDA AGUA FUNDA"," "," "," JARDIM SAO JOSE"," "," ARAÇATUBA"," 3502804"," ESP"," 0368441-02"," 27/12/2011 00","00",165
"166","Funciona","POINT (-49.0938888888889 -22.3030555555556)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJ. HAB. MORADAS DO BURUTI"," "," 254"," CASA/LOTEAMENTO"," FAR"," ENTRE O CONJ. ALTO ALEGRE E O PQ. ROOSEVELT"," "," "," BAURU/SP"," "," BAURU"," 3506003"," ESP"," 0301495-44"," 23/12/2010 00","00",166
"167","Funciona","POINT (-47.8830555555556 -24.5322222222222)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," LOTEAMENTO JARDIM AGROCHA"," "," 380"," CASA/LOTEAMENTO"," FAR"," AV SABURO KAMEYAMA, BAIRRO CARAPIRANGA"," "," "," REGISTRO"," "," REGISTRO"," 3542602"," ESP"," 0321570-87"," 20/08/2010 00","00",167
"168","Funciona","POINT (-47.0886111111111 -22.9886111111111)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," REDIDENCIAL VILA ABAETE QD B LOTE 1"," "," 1888"," APARTAMENTO"," FAR"," GLEBA 29 QUADRA 30033"," "," "," CAMPINAS -"," "," CAMPINAS"," 3509502"," RMC"," 0301778-60"," 27/12/2011 00","00",168
"169","Funciona","POINT (-47.2560151015425 -22.75436475168)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL VIDA NOVA I                          "," ASSINADO"," 448"," "," FAR"," RUA MARANHAO  1"," "," RUA MARANHAO, GLEBA G1A                                     "," "," "," AMERICANA"," 3501608"," RMC"," 36567133"," 28/03/2013 00","00",169
"170","Funciona","POINT (-47.1951452652817 -22.8176059068181)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RES. ITALIA","Fase","Quantidade de UH","Tipo de UH"," Programa"," Logradouro"," Número de Logradouro"," Complemento"," Bairro","CEP","Município","Código do Município","Região","Número de Operação"," Data Contrato","00",170
"171","Funciona","POINT (-45.7266670005517 -23.0700000006118)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," PINUS DO IRIGUASSU II                                       "," ASSINADO"," 642"," "," FAR"," "," "," ESTRADA CAMANDUCAIA, KM 01                                  "," "," "," CAÇAPAVA"," 3508504"," RMVPLN"," 37573610"," 30/03/2012 00","00",171
"172","Funciona","POINT (-46.7903473523078 -23.6258795406238)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL IPE                                  "," ASSINADO"," 80"," "," FAR"," RUA JORGE RODRIGUES PASQUALINE 1"," "," RUA JORGE RODRIGUES PASQUALINE- QUADRA 41                   "," "," "," TABOÃO DA SERRA"," 3552809"," RMSP"," 34369216"," 25/06/2013 00","00",172
"173","Funciona","POINT (-45.9261110005284 -23.3147220005833)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL SANTA ISAURA                                    "," ASSINADO"," 144"," "," FAR"," "," "," AV JOSE THEODORO DE SIQUEIRA, S/N                           "," "," "," JACAREÍ"," 3524402"," RMVPLN"," 34052856"," 02/09/2010 00","00",173
"174","Funciona","POINT (-46.7913890004688 -23.6716670005069)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," LORENA, CONDOMINIO                                          "," ASSINADO"," 40"," "," FAR"," "," "," RUA AVIADORA ANESIA PINHEIRO MACHADO, QD 5, LT 01           "," "," "," SÃO PAULO"," 3550308"," RMSP"," 36515142"," 31/05/2012 00","00",174
"175","Funciona","POINT (-47.2019444444444 -22.8638888888889)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL PRAIA GRANDE"," "," 260"," APARTAMENTO"," FAR"," PROLONGAMENTO DA RUA SEVERINO JOSE DA SILVA"," "," "," JG MINDA"," "," HORTOLÂNDIA"," 3519071"," RMC"," 0300024-21"," 10/06/2010 00","00",175
"176","Funciona","POINT (-46.7938888893604 -23.627222222732)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL JEQUITIBA                            "," ASSINADO"," 80"," "," FAR"," "," "," RUA JORGE PASQUALINE / AV. CIDNELSON JORDANO                "," "," "," TABOÃO DA SERRA"," 3552809"," RMSP"," 34250741"," 28/12/2010 00","00",176
"177","Funciona","POINT (-46.8052780004783 -23.512500000517)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," HABITACIONAL FLAMENGUINHO - LOTE 4                          "," ASSINADO"," 48"," "," FAR"," "," "," AVENIDA EDMUNDO AMARAL, S/Nº                                "," "," "," OSASCO"," 3534401"," RMSP"," 35798990"," 10/02/2012 00","00",177
"178","Funciona","POINT (-46.8044440004783 -23.513056000517)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," HABITACIONAL FLAMENGUINHO - LOTE 1                          "," ASSINADO"," 126"," "," FAR"," "," "," AV EDMUNDO AMARAL, S/Nº                                     "," "," "," OSASCO"," 3534401"," RMSP"," 34364427"," 10/02/2012 00","00",178
"179","Funciona","POINT (-46.8047220004783 -23.512778000517)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," HABITACIONAL FLAMENGUINHO - LOTE 2                          "," ASSINADO"," 66"," "," FAR"," "," "," AVENIDA EDMUNDO AMARAL, S/Nº                                "," "," "," OSASCO"," 3534401"," RMSP"," 35798772"," 10/02/2012 00","00",179
"180","Funciona","POINT (-46.8041670004784 -23.512500000517)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," HABITACIONAL FLAMENGUINHO - LOTE 3                          "," ASSINADO"," 76"," "," FAR"," "," "," AVENIDA EDMUNDO AMARAL, S/Nº                                "," "," "," OSASCO"," 3534401"," RMSP"," 35798886"," 10/02/2012 00","00",180
"181","Funciona","POINT (-46.8052780004784 -23.511944000517)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," HABITACIONAL FLAMENGUINHO - LOTE 5                          "," ASSINADO"," 86"," "," FAR"," "," "," AVENIDA EDMUNDO AMARAL, S/Nº                                "," "," "," OSASCO"," 3534401"," RMSP"," 35799027"," 10/02/2012 00","00",181
"182","Funciona","POINT (-47.1116666666667 -22.9441666666667)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL SANTA LUCIA"," "," 402"," APARTAMENTO"," FAR"," RUA PEDRO GALHARDI, S/N"," "," "," JD. SANTA LUCIA - CAMPINAS"," "," CAMPINAS"," 3509502"," RMC"," 0295842-05"," 26/02/2010 00","00",182
"183","Funciona","POINT (-49.4083333333333 -20.7461111111111)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," PARQUE RESIDENCIAL NOVA ESPERANCA I"," "," 500"," CASA/LOTEAMENTO"," FAR"," LOTEAMENTO PARQUE NOVA ESPERANCA"," "," "," LOTEAMENTO PARQUE NOVA ESPERANCA"," "," SÃO JOSÉ DO RIO PRETO"," 3549805"," ESP"," 0298840-42"," 26/11/2009 00","00",183
"184","Funciona","POINT (-49.4083333333333 -20.7461111111111)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," PARQUE RESIDENCIAL NOVA ESPERANCA II"," "," 493"," CASA/LOTEAMENTO"," FAR"," LOTEAMENTO PARQUE NOVA ESPERANCA"," "," "," LOTEAMENTO PARQUE NOVA ESPERANCA"," "," SÃO JOSÉ DO RIO PRETO"," 3549805"," ESP"," 0298842-61"," 26/11/2009 00","00",184
"185","Funciona","POINT (-47.4633330004444 -23.5772220004728)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," VILA PEDROSO I - MCMV/PAC                                   "," ASSINADO"," 60"," "," FAR - Urbanização"," "," "," RUA JORGE WINKLER, S/N                                      "," "," "," VOTORANTIM"," 3557006"," ESP"," 36410650"," 30/03/2012 00","00",185
"186","Funciona","POINT (-49.4083333333333 -20.7461111111111)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," PARQUE RESIDENCIAL NOVA ESPERANCA III"," "," 500"," CASA/LOTEAMENTO"," FAR"," LOTEAMENTO PARQUE NOVA ESPERANCA"," "," "," LOTEAMENTO PARQUE NOVA ESPERANCA"," "," SÃO JOSÉ DO RIO PRETO"," 3549805"," ESP"," 0298847-11"," 26/11/2009 00","00",186
"187","Funciona","POINT (-49.4083333333333 -20.7461111111111)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," PARQUE RESIDENCIAL NOVA ESPERANCA IV"," "," 500"," CASA/LOTEAMENTO"," FAR"," LOTEAMENTO PARQUE NOVA ESPERANCA"," "," "," LOTEAMENTO PARQUE NOVA ESPERANCA"," "," SÃO JOSÉ DO RIO PRETO"," 3549805"," ESP"," 0298848-25"," 26/11/2009 00","00",187
"188","Funciona","POINT (-49.4083333333333 -20.7461111111111)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," PARQUE RESIDENCIAL NOVA ESPERANCA V"," "," 498"," CASA/LOTEAMENTO"," FAR"," LOTEAMENTO PARQUE NOVA ESPERANCA"," "," "," LOTEAMENTO PARQUE NOVA ESPERANCA"," "," SÃO JOSÉ DO RIO PRETO"," 3549805"," ESP"," 0298849-39"," 26/11/2009 00","00",188
"189","Funciona","POINT (-47.2019440005019 -22.8638890005367)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL PERUIBE                              "," ASSINADO"," 240"," "," FAR"," "," "," PROLONGAMENTO DA RUA SEVERINO JOSE DA SILVA                 "," "," "," HORTOLÂNDIA"," 3519071"," RMC"," 30002317"," 09/06/2010 00","00",189
"190","Funciona","POINT (-48.1525 -21.7211111111111)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL ROMILDA TAPARELLI BARBIERI"," "," 538"," CASA/LOTEAMENTO"," FAR"," AV JOSE DOS SANTOS SEVES"," "," "," AV. JOSE DOS SANTOS SEVES"," "," ARARAQUARA"," 3503208"," ESP"," 0319559-92"," 05/12/2011 00","00",190
"191","Funciona","POINT (-48.3419444444444 -21.5883333333333)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL PORTAL TERRA DA SAUDADE"," "," 658"," CASA/LOTEAMENTO"," FAR"," AV.TROLESI S/N"," "," "," MUNICIPIO DE MATAO"," "," MATÃO"," 3529302"," ESP"," 0338754-62"," 02/01/2012 00","00",191
"192","Funciona","POINT (-48.1525 -21.7211111111111)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RES ANUNCIATA PALMIRA BARBIERI"," "," 485"," CASA/LOTEAMENTO"," FAR"," AV JOSE DOS SANTOS SEVES"," "," "," ANEXO JD SELMI DEU"," "," ARARAQUARA"," 3503208"," ESP"," 0361388-02"," 27/12/2011 00","00",192
"193","Funciona","POINT (-45.7263890005517 -23.0702780006118)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," IRIGUASSU, PINUS DO                                         "," ASSINADO"," 400"," "," FAR"," "," "," ESTRADA MUNICIPAL CAMANDUCAIA, KM 01(CACAPAVA/MONT.LOBATO)  "," "," "," CAÇAPAVA"," 3508504"," RMVPLN"," 28631428"," 12/02/2010 00","00",193
"194","Funciona","POINT (-47.0255555555556 -24.3158333333333)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO DAS PALMEIRAS (SERRA DO MAR)"," "," 64"," VILLAGE/CASA SOBREPOSTA CONDOMINIO"," FAR"," RUA 7 ESQ RUA 32 - QD 10 - LOT STA IZABEL - PERUIBE/SP"," "," "," LOT SANTA IZABEL - PERUIBE/SP"," "," PERUÍBE"," 3537602"," RMBS"," 0294063-52"," 09/04/2010 00","00",194
