"","status","geometry","type","source","sYear","Financiado","Fase","Quantidade de UH","Tipo de UH"," Programa"," Valor Estadual"," Valor Total"," Logradouro"," Número do Logradouro"," Bairro"," CEP"," Município"," Código do Município"," Região"," Longitude","Latitude","id"
"964","Funciona","POINT (-49.376227 -20.811761)","Atendimento Individual","Casa Paulista","2014"," PROCURADORIA GERAL DO ESTADO"," Entregue"," 1"," "," SPE"," 34500"," 145000"," Rua Norivaldo Ferreira Franco Junior"," 351"," Residencial Bom Sucesso"," 15047339"," SÃO JOSÉ DO RIO PRETO"," 3549805"," ESP"," -49.376227"," -20.811761",964
"965","Funciona","POINT (-45.535573 -22.997637)","Atendimento Individual","Casa Paulista","2014"," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 18060,63"," 119000"," "," "," AGUA QUENTE"," 12062732"," TAUBATÉ"," 3554102"," RMVPLN"," -45.535573"," -22.997637",965
"966","Funciona","POINT (-45.837086 -23.171076)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 133850"," MUN MARTINS GUIMARAES"," 0"," VILA TESOURO"," 12221520"," SÃO JOSÉ DOS CAMPOS"," 3549904"," RMVPLN"," -45.837086"," -23.171076",966
"967","Funciona","POINT (-46.184003 -23.508783)","Atendimento Individual","Casa Paulista","2014"," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 14829,99"," 147412,68"," RUA ANTONIO RUIZ VEIGA, SN  BLOCO"," 4"," VILA MOGILAR"," 08773495"," MOGI DAS CRUZES"," 3530607"," RMSP"," -46.184003"," -23.508783",967
"968","Funciona","POINT (-49.960658 -22.224263)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 100000"," UM"," 0"," JD VENEZA"," 17503002"," MARÍLIA"," 3529005"," ESP"," -49.960658"," -22.224263",968
"969","Funciona","POINT (-47.61542 -22.749368)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 130000"," POMPEIA"," 1880"," POMPEIA"," 13425620"," PIRACICABA"," 3538709"," AU PIRACICABA"," -47.61542"," -22.749368",969
"970","Funciona","POINT (-48.97465 -16.346799)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 171000"," R TRES"," 99999"," VL ESPERANCA"," 13203830"," JUNDIAÍ"," 3525904"," ESP"," -48.97465"," -16.346799",970
"971","Funciona","POINT (-46.316914 -23.575554)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 150000"," ETR FAZENDA AYA"," 3085"," GUAIO"," 08650245"," SUZANO"," 3552502"," RMSP"," -46.316914"," -23.575554",971
"972","Funciona","POINT (-46.182616 -23.513477)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 22420,62"," 160475,90"," FRANCISCO RODRIGUES FILH"," 2022"," MOGILAR"," 8773380"," MOGI DAS CRUZES"," 3530607"," RMSP"," -46.182616"," -23.513477",972
"973","Funciona","POINT (-46.292367 -23.543154)","Atendimento Individual","Casa Paulista","2014"," HABITACAO"," Entregue"," 1"," "," SPE"," 34500"," 135916,81"," RUA BIOTONICO, S/N BLOCO"," 7"," VILA URUPES"," 08615000"," SUZANO"," 3552502"," RMSP"," -46.292367"," -23.543154",973
"974","Funciona","POINT (-46.399785 -23.437289)","Atendimento Individual","Casa Paulista","2014"," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 14335,33"," 159900"," "," "," BONSUCESSO"," 7251365"," GUARULHOS"," 3518800"," RMSP"," -46.399785"," -23.437289",974
"975","Funciona","POINT (-46.184203 -23.509212)","Atendimento Individual","Casa Paulista","2014"," INST.ASSIST.MEDICA SERV.PUBLICO-IAMSPE"," Entregue"," 1"," "," SPE"," 34500"," 177711,45"," RUA ANTONIO RUIZ VEIGA S/N BLOCO"," 18"," VILA MOGILAR"," 08773495"," MOGI DAS CRUZES"," 3530607"," RMSP"," -46.184203"," -23.509212",975
"976","Funciona","POINT (-46.587694 -23.590126)","Atendimento Individual","Casa Paulista","2014"," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 22293,35"," 190000"," "," "," JD IBITIRAMA"," 3153000"," SÃO PAULO"," 3550308"," RMSP"," -46.587694"," -23.590126",976
"977","Funciona","POINT (-47.35952 -20.566685)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 25692,29"," 145000"," R.GERALDO RODRIGUES DE SOUZA NR"," 6500"," FRANCA POLO CLUB"," 14412310"," FRANCA"," 3516200"," ESP"," -47.35952"," -20.566685",977
"978","Funciona","POINT (-45.538061 -23.017126)","Atendimento Individual","Casa Paulista","2014"," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 14866,62"," 130000"," "," "," VILA SAO JOSE"," 12070350"," TAUBATÉ"," 3554102"," RMVPLN"," -45.538061"," -23.017126",978
"979","Funciona","POINT (-47.41607 -20.479061)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 27960,84"," 140000"," APARECIDA MELO OLIVEIRA"," 3435"," RES ZANETTI"," 14400000"," FRANCA"," 3516200"," ESP"," -47.41607"," -20.479061",979
"980","Funciona","POINT (-48.892394 -23.114166)","Atendimento Individual","Casa Paulista","2014"," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 27731,83"," 115000"," RUA WALDEMAR LOPES PERES,"," 881"," JARDIM PARAISO"," 18702589"," AVARÉ"," 3504503"," ESP"," -48.892394"," -23.114166",980
"981","Funciona","POINT (-46.318985 -23.552429)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 25205,59"," 150000"," REGINA CABALAU MENDONCA"," 980"," GUAIO"," 8675460"," SUZANO"," 3552502"," RMSP"," -46.318985"," -23.552429",981
"982","Funciona","POINT (-46.650867 -23.526779)","Atendimento Individual","Casa Paulista","2014"," FUND.PRO-SANGUE-HEMOCENTRO S.PAULO"," Entregue"," 1"," "," SPE"," 24823,98"," 185000"," R CON VICENTE M MARINO"," 0"," BARRA FUNDA"," 01135020"," SÃO PAULO"," 3550308"," RMSP"," -46.650867"," -23.526779",982
"983","Funciona","POINT (-46.785033 -24.181799)","Atendimento Individual","Casa Paulista","2014"," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 23721,63"," 112284"," R GEZA HARY"," 1465"," REC BANDEIRAN"," 11740000"," ITANHAÉM"," 3522109"," RMBS"," -46.785033"," -24.181799",983
"984","Funciona","POINT (-50.268201 -20.292441)","Atendimento Individual","Casa Paulista","2014"," SAUDE"," Entregue"," 1"," "," SPE"," 34500"," 106000"," RUA RUA EURIPEDES TEIXEIRA DE REZENDE"," 113"," PARQUE UNIVERSITARIO "," 15600000"," FERNANDÓPOLIS"," 3515509"," ESP"," -50.268201"," -20.292441",984
"985","Funciona","POINT (-48.158077 -21.762738)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 115000"," AV DOUTOR MIGUEL COUTO,"," 493"," JARDIM PRIMOR"," 14806090"," ARARAQUARA"," 3503208"," ESP"," -48.158077"," -21.762738",985
"986","Funciona","POINT (-47.029927 -22.921731)","Atendimento Individual","Casa Paulista","2014"," CENTRO EDUC. TECNOL.PAULA SOUZA-CEETEPS"," Entregue"," 1"," "," SPE"," 23055,53"," 170000"," LAERTE DE MORAES"," 230"," OR MAIA"," 13100640"," CAMPINAS"," 3509502"," RMC"," -47.029927"," -22.921731",986
"987","Funciona","POINT (-46.447433 -23.538135)","Atendimento Individual","Casa Paulista","2014"," SUPERINTENDENCIA DE CONTROLE DE ENDEMIAS"," Entregue"," 1"," "," SPE"," 3100"," 190000"," PROF BRITO MACHADO"," 1077"," ITAQUERA"," 8215000"," SÃO PAULO"," 3550308"," RMSP"," -46.447433"," -23.538135",987
"988","Funciona","POINT (-47.20578 -22.861091)","Atendimento Individual","Casa Paulista","2014"," SEGURANCA PUBLICA"," Entregue"," 1"," "," SPE"," 3100"," 118900"," "," "," NOVA HORTOLAND"," 13183280"," HORTOLÂNDIA"," 3519071"," RMC"," -47.20578"," -22.861091",988
"989","Funciona","POINT (-46.399671 -23.43702)","Atendimento Individual","Casa Paulista","2014"," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 10920,90"," 163005,45"," RUA FERNANDO LUZ, S/N, BLOCO"," 8"," BONSUCESSO"," 07251365"," GUARULHOS"," 3518800"," RMSP"," -46.399671"," -23.43702",989
"990","Funciona","POINT (-45.219207 -22.832165)","Atendimento Individual","Casa Paulista","2014"," CENTRO EDUC. TECNOL.PAULA SOUZA-CEETEPS"," Entregue"," 1"," "," SPE"," 9637,89"," 134000"," FILIPPO"," 0"," VILA MARIANA"," 12570000"," APARECIDA"," 3502507"," RMVPLN"," -45.219207"," -22.832165",990
"991","Funciona","POINT (-48.505239 -21.406976)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 16436,41"," 115000"," AV DR PAULO ZUPPANI"," 680"," JD SAO LUIZ"," 15900000"," TAQUARITINGA"," 3553708"," ESP"," -48.505239"," -21.406976",991
"992","Funciona","POINT (-47.37045 -21.49092)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 90000"," RUA ROBERTO ARMBRUST NR."," 225"," RES LUIZ GONZAGA"," 14270000"," SANTA ROSA DE VITERBO"," 3547601"," ESP"," -47.37045"," -21.49092",992
"993","Funciona","POINT (-48.209998 -21.792293)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 114000"," PAULINO RODELLA"," 1234"," PQ LARANJEIRAS"," 14801719"," ARARAQUARA"," 3503208"," ESP"," -48.209998"," -21.792293",993
"994","Funciona","POINT (-45.878393 -23.231171)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 3100"," 150250"," LEA MARIA BRANDAO RUSSO"," 131"," JARDIM SATELIT"," 12231820"," SÃO JOSÉ DOS CAMPOS"," 3549904"," RMVPLN"," -45.878393"," -23.231171",994
"995","Funciona","POINT (-50.265826 -20.299731)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 115000"," RUA ANéSIO BATISTA MALACRIDA,"," 819"," PARQUE UNIVERSITARIO"," 15600000"," FERNANDÓPOLIS"," 3515509"," ESP"," -50.265826"," -20.299731",995
"996","Funciona","POINT (-45.461698 -22.925112)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 111000"," LETICIA BONONCINI SANTOS"," 0"," AGUA PRETA"," 12403820"," PINDAMONHANGABA"," 3538006"," RMVPLN"," -45.461698"," -22.925112",996
"997","Funciona","POINT (-48.93626 -23.078563)","Atendimento Individual","Casa Paulista","2014"," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 29979,02"," 95000"," DOMINGOS LEON CRUZ"," 400"," CHACARA TINOCO"," 18706882"," AVARÉ"," 3504503"," ESP"," -48.93626"," -23.078563",997
"998","Funciona","POINT (-46.40293 -23.406054)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 26012,57"," 140000"," MAIRI"," 500"," VL. N. BONSUCE"," 7175170"," GUARULHOS"," 3518800"," RMSP"," -46.40293"," -23.406054",998
"999","Funciona","POINT (-47.841748 -24.498398)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 30064,22"," 110000"," RUA "," 11"," JARDIM PAULISTANO"," 11900000"," REGISTRO"," 3542602"," ESP"," -47.841748"," -24.498398",999
"1000","Funciona","POINT (-48.036795 -23.595514)","Atendimento Individual","Casa Paulista","2014"," CENTRO EDUC. TECNOL.PAULA SOUZA-CEETEPS"," Entregue"," 1"," "," SPE"," 21320,37"," 108000"," ISMAEL CAFUNDO"," 245"," JD B VISTA"," 18207665"," ITAPETININGA"," 3522307"," ESP"," -48.036795"," -23.595514",1000
"1001","Funciona","POINT (-46.527931 -23.428858)","Atendimento Individual","Casa Paulista","2014"," SAUDE"," Entregue"," 1"," "," SPE"," 34500"," 148000"," FLORO DE OLIVEIRA"," 0"," DOS MORROS"," 7135313"," GUARULHOS"," 3518800"," RMSP"," -46.527931"," -23.428858",1001
"1002","Funciona","POINT (-47.76726 -21.214976)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 16915,36"," 136601,67"," RUA JOSE BARENSE"," 1155"," ..."," 14098374"," RIBEIRÃO PRETO"," 3543402"," ESP"," -47.76726"," -21.214976",1002
"1003","Funciona","POINT (-47.4377 -20.513673)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 95000"," RUA EDSON PALAMONI"," 2515"," RESID PALERMO CITY "," 14408022"," FRANCA"," 3516200"," ESP"," -47.4377"," -20.513673",1003
"1004","Funciona","POINT (-44.964567 -22.560202)","Atendimento Individual","Casa Paulista","2014"," PLANEJAMENTO E DESENVOLVIMENTO REGIONAL"," Entregue"," 1"," "," SPE"," 28189,01"," 160000"," JOAO BENTO"," 201"," ALTO BOA VISTA"," 12700000"," CRUZEIRO"," 3513405"," RMVPLN"," -44.964567"," -22.560202",1004
"1005","Funciona","POINT (-50.265823 -20.293687)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34461,89"," 115000"," RUA MAURO BORTOLOZO"," 322"," PQ UNIVERSITARIO"," 15600000"," FERNANDÓPOLIS"," 3515509"," ESP"," -50.265823"," -20.293687",1005
"1006","Funciona","POINT (-50.264069 -20.292336)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 11703,60"," 115000"," RUA RUA ANTONIO NOGUEIRA BARBOSA"," 15"," PARQUE UNIVERSITARIO"," 15600000"," FERNANDÓPOLIS"," 3515509"," ESP"," -50.264069"," -20.292336",1006
"1007","Funciona","POINT (-46.347663 -23.450846)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 3100"," 190000"," RUA DOS PROFESSORES NR"," 71"," JARDIM ITAQU"," 08580020"," ITAQUAQUECETUBA"," 3523107"," RMSP"," -46.347663"," -23.450846",1007
"1008","Funciona","POINT (-50.336124 -21.288367)","Atendimento Individual","Casa Paulista","2014"," AGRICULTURA ABASTECIMENTO"," Entregue"," 1"," "," SPE"," 21136,36"," 115000"," RUA JOSE DE SOUZA, N"," 87"," JANDAIA III RESIDENCIAL PARQUE"," 16200003"," BIRIGUI"," 3506508"," ESP"," -50.336124"," -21.288367",1008
"1009","Funciona","POINT (-47.305731 -23.203714)","Atendimento Individual","Casa Paulista","2014"," CENTRO EDUC. TECNOL.PAULA SOUZA-CEETEPS"," Entregue"," 1"," "," SPE"," 3100"," 126346"," ESTADO DE MINAS GERAIS"," 56"," LOT T S P E S"," 13324460"," SALTO"," 3545209"," RMS"," -47.305731"," -23.203714",1009
"1010","Funciona","POINT (-45.548714 -22.964675)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 12099,86"," 120000"," R JOSE BENEDITO DE MORAES"," 346"," GUEDES"," 12120000"," TREMEMBÉ"," 3554805"," RMVPLN"," -45.548714"," -22.964675",1010
"1011","Funciona","POINT (-47.473933 -23.548585)","Atendimento Individual","Casa Paulista","2014"," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 20940,22"," 148454,82"," AV ADOLPHO MASSAGLIA"," 800"," VOSSOROCA"," 18116175"," VOTORANTIM"," 3557006"," RMS"," -47.473933"," -23.548585",1011
"1012","Funciona","POINT (-46.356877 -23.539515)","Atendimento Individual","Casa Paulista","2014"," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 3100"," 150000"," "," "," VILA CORREA"," 8502320"," FERRAZ DE VASCONCELOS"," 3515707"," RMSP"," -46.356877"," -23.539515",1012
"1013","Funciona","POINT (-52.44969 -23.770493)","Atendimento Individual","Casa Paulista","2014"," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 3100"," 143125,62"," R FANI LERNER"," 30"," PIRITUBA"," 02995000"," SÃO PAULO"," 3550308"," RMSP"," -52.44969"," -23.770493",1013
"1014","Funciona","POINT (-46.711041 -24.137026)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 3100"," 130000"," CENTRAL"," 758"," PQ VERDE MAR"," 11730000"," MONGAGUÁ"," 3531100"," RMBS"," -46.711041"," -24.137026",1014
"1015","Funciona","POINT (-47.458176 -23.422571)","Atendimento Individual","Casa Paulista","2014"," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 27731,83"," 143000"," RUA NAIR FARIA LAMARCA,"," 282"," VILLAGGIO PITANGUEIRAS"," 18078570"," SOROCABA"," 3552205"," RMS"," -47.458176"," -23.422571",1015
"1016","Funciona","POINT (-50.429728 -22.665057)","Atendimento Individual","Casa Paulista","2014"," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 11687,06"," 115000"," "," "," VILA RIBEIRO"," 19812000"," ASSIS"," 3504008"," ESP"," -50.429728"," -22.665057",1016
"1017","Funciona","POINT (-50.062914 -21.429648)","Atendimento Individual","Casa Paulista","2014"," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 3100"," 115000"," AV LEOPOLDINO ALVES CARDOSO"," 560"," JD SANTA TEREZINHA"," 16300000"," PENÁPOLIS"," 3537305"," ESP"," -50.062914"," -21.429648",1017
"1018","Funciona","POINT (-49.406066 -20.799293)","Atendimento Individual","Casa Paulista","2014"," CENTRO EDUC. TECNOL.PAULA SOUZA-CEETEPS"," Entregue"," 1"," "," SPE"," 26880,68"," 145000"," RUA GUALTER DE CARVALHO"," 4351"," SAO JORGE"," 15040180"," SÃO JOSÉ DO RIO PRETO"," 3549805"," ESP"," -49.406066"," -20.799293",1018
"1019","Funciona","POINT (-46.077112 -23.813696)","Atendimento Individual","Casa Paulista","2014"," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 11345,63"," 130000"," RUA APROVADA"," 615"," CHACARA VISTA LINDA"," 11250000"," BERTIOGA"," 3506359"," RMBS"," -46.077112"," -23.813696",1019
"1020","Funciona","POINT (-48.47091 -22.893901)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 28779,54"," 91900"," RODOVIA GASTAO DAL FARRA"," 0"," SANTA MARIA"," 18600000"," BOTUCATU"," 3507506"," ESP"," -48.47091"," -22.893901",1020
"1021","Funciona","POINT (-47.821097 -21.120687)","Atendimento Individual","Casa Paulista","2014"," SAUDE"," Entregue"," 1"," "," SPE"," 34500"," 123000"," PALMIRO BIM"," 597"," PQ DOS PINUS"," 14062249"," RIBEIRÃO PRETO"," 3543402"," ESP"," -47.821097"," -21.120687",1021
"1022","Funciona","POINT (-48.936334 -23.078461)","Atendimento Individual","Casa Paulista","2014"," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 33083,64"," 95000"," DOMINGOS LEON CRUZ"," 400"," CHACARA TINOCO"," 18706882"," AVARÉ"," 3504503"," ESP"," -48.936334"," -23.078461",1022
"1023","Funciona","POINT (-50.074927 -21.401109)","Atendimento Individual","Casa Paulista","2014"," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 25283,04"," 105000"," "," "," JD TROPICAL"," 16300000"," PENÁPOLIS"," 3537305"," ESP"," -50.074927"," -21.401109",1023
"1024","Funciona","POINT (-47.682844 -22.683471)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 112420,12"," NOSSA SENHORA DO CARMO"," 0"," STA TEREZINHA"," 13411030"," PIRACICABA"," 3538709"," AU PIRACICABA"," -47.682844"," -22.683471",1024
"1025","Funciona","POINT (-49.310549 -23.01186)","Atendimento Individual","Casa Paulista","2014"," AGRICULTURA ABASTECIMENTO"," Entregue"," 1"," "," SPE"," 21246,89"," 90000"," REINALDO TOZONI"," 0"," RES. PALMEIRAS"," 18780000"," MANDURI"," 3528601"," ESP"," -49.310549"," -23.01186",1025
"1026","Funciona","POINT (-46.565144 -22.945234)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 115000"," HUM"," 1022"," JARDIM SAO MIGUEL"," 12903410"," BRAGANÇA PAULISTA"," 3507605"," UR BRAGANTINA"," -46.565144"," -22.945234",1026
"1027","Funciona","POINT (-46.293933 -23.543198)","Atendimento Individual","Casa Paulista","2014"," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 18798,74"," 154296"," R JECA TATU C/ R GATO CINZENTO, BLOCO"," 9"," VILA URUPES"," 08615000"," SUZANO"," 3552502"," RMSP"," -46.293933"," -23.543198",1027
"1028","Funciona","POINT (-50.439692 -21.205638)","Atendimento Individual","Casa Paulista","2014"," DEPARTAMENTO ESTRADA RODAGEM-DER"," Entregue"," 1"," "," SPE"," 27202"," 110000"," ANTONIO DOS SANTOS RIBEI"," 0"," "," 16010010"," ARAÇATUBA"," 3502804"," ESP"," -50.439692"," -21.205638",1028
"1029","Funciona","POINT (-45.850876 -23.176514)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 144000"," UBERLANDIA"," 500"," JD ISMENIA"," 12220690"," SÃO JOSÉ DOS CAMPOS"," 3549904"," RMVPLN"," -45.850876"," -23.176514",1029
"1030","Funciona","POINT (-46.184203 -23.509212)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 19454,37"," 148205,63"," RUA ANTONIO RUIZ VEIGA S/N BLOCO"," 16"," VILA MOGILAR"," 08773495"," MOGI DAS CRUZES"," 3530607"," RMSP"," -46.184203"," -23.509212",1030
"1031","Funciona","POINT (-50.451646 -21.173988)","Atendimento Individual","Casa Paulista","2014"," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 34500"," 115000"," RUA ANTONIO DOS SANTOS RIBEIRO,"," 505"," VILELA"," 16057560"," ARAÇATUBA"," 3502804"," ESP"," -50.451646"," -21.173988",1031
"1032","Funciona","POINT (-47.741095 -21.190914)","Atendimento Individual","Casa Paulista","2014"," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 13715,29"," 127300"," RUA R ALCIDES COSENZO"," 196"," CONJUNTO HABITA"," 14094030"," RIBEIRÃO PRETO"," 3543402"," ESP"," -47.741095"," -21.190914",1032
"1033","Funciona","POINT (-47.402858 -20.553538)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 142000"," JERONIMO RODRIGUES PINTO"," 2120"," JD SANTANA"," 14403072"," FRANCA"," 3516200"," ESP"," -47.402858"," -20.553538",1033
"1034","Funciona","POINT (-45.452556 -22.918246)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 117500"," MONS JOAO JOSE DE AZEVED"," 0"," CRISPIM"," 12402010"," PINDAMONHANGABA"," 3538006"," RMVPLN"," -45.452556"," -22.918246",1034
"1035","Funciona","POINT (-47.317147 -22.749988)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 31950,73"," 158850"," RUA ANGELO ORTOLAN,"," 150"," PARQUE IND MACHADINHO"," 13478710"," AMERICANA"," 3501608"," RMC"," -47.317147"," -22.749988",1035
"1036","Funciona","POINT (-47.564714 -22.436291)","Atendimento Individual","Casa Paulista","2014"," SAUDE"," Entregue"," 1"," "," SPE"," 34500"," 137571,06"," MARGINAL 1"," 0"," JARDIM ITAPUA"," 13501590"," RIO CLARO"," 3543907"," AU PIRACICABA"," -47.564714"," -22.436291",1036
"1037","Funciona","POINT (-45.560528 -23.02207)","Atendimento Individual","Casa Paulista","2014"," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 7189,32"," 165000"," RUA EXAPOR·"," 301"," JARDIM ANA ROSA"," 12071260"," TAUBATÉ"," 3554102"," RMVPLN"," -45.560528"," -23.02207",1037
"1038","Funciona","POINT (-48.028041 -23.56485)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 110600"," MIGUEL JANEZ"," 0"," VILA PRADO"," 18212480"," ITAPETININGA"," 3522307"," ESP"," -48.028041"," -23.56485",1038
"1039","Funciona","POINT (-49.36987 -23.214059)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 8519,01"," 85000"," R CARLOS DIEGO CAMARGO LIM"," 240"," MARIA G MOTTA"," 18800000"," PIRAJU"," 3538808"," ESP"," -49.36987"," -23.214059",1039
"1040","Funciona","POINT (-48.923654 -23.102371)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 21752,43"," 94900"," R MILTON BRANCO"," 0"," RS SAO ROGERIO"," 18706727"," AVARÉ"," 3504503"," ESP"," -48.923654"," -23.102371",1040
"1041","Funciona","POINT (-47.145662 -22.965311)","Atendimento Individual","Casa Paulista","2014"," UNIVERSIDADE ESTADUAL CAMPINAS - UNICAMP"," Entregue"," 1"," "," SPE"," 12796,73"," 168000"," PROF URANA GOMES BARROS"," 390"," REC DO SOL I"," 13056674"," CAMPINAS"," 3509502"," RMC"," -47.145662"," -22.965311",1041
"1042","Funciona","POINT (-46.853249 -23.193476)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 3100"," 190000"," CARLOS HUMMEL GUIMARAES"," 0"," JARDIM TAMOIO"," 13219240"," JUNDIAÍ"," 3525904"," AU JUNDIAÍ"," -46.853249"," -23.193476",1042
"1043","Funciona","POINT (-48.039234 -23.559783)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 15495,04"," 115000"," RUA JOAQUIM PEDRO DE OLIVEIRA"," 132"," BELO HORIZONTE"," 18211308"," ITAPETININGA"," 3522307"," ESP"," -48.039234"," -23.559783",1043
"1044","Funciona","POINT (-46.853935 -23.194461)","Atendimento Individual","Casa Paulista","2014"," SAUDE"," Entregue"," 1"," "," SPE"," 22918,63"," 173627"," CARLOS HUMMEL GUIMARAES"," 0"," JARDIM TAMOIO"," 13219240"," JUNDIAÍ"," 3525904"," AU JUNDIAÍ"," -46.853935"," -23.194461",1044
"1045","Funciona","POINT (-45.956614 -23.289062)","Atendimento Individual","Casa Paulista","2014"," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 28001,65"," 115000"," Rua RUA PROJETADA DA RUA ALIANçA"," 60"," QUATRO RIBEIROS"," 12307720"," JACAREÍ"," 3524402"," RMVPLN"," -45.956614"," -23.289062",1045
